"896;""7516"";4;Fremstilling af tobaksprodukter;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"897;""751600"";5;Fremstilling af tobaksprodukter;;Cerutmager", Cigarillosmager, Cigarmager, Cigarruller, Tobaksmester, Tobaksruller, Fremstilling af tobaksprodukter;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"898;""752"";3;Håndværkspræget arbejde i træindustri;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"899;""7521"";4;""Håndværkspræget træimprægneringsarbejde "";",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"900;""752100"";5;Håndværkspræget træimprægneringsarbejde;;Afsyrer", Håndværkspræget træimprægneringsarbejde;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"901;""7522"";4;Møbelsnedkerarbejde;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"902;""752200"";5;Møbelsnedkerarbejde;;Antiksnedker", Dekoratørsnedker, Dekupør, Finermester, Industrisnedker, Modelbygger, Modelmager, Modelsnedker, Modelsnedkermester, Møbelpolerer, Møbelsnedker, Møbelsnedkermester, Stolemager, Møbelsnedkerarbejde;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"903;""7523"";4;Operatør- og opstillingsarbejde af træbearbejdningsmaskiner;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"904;""752300"";5;Operatør- og opstillingsarbejde af træbearbejdningsmaskiner;;Maskindrejer", Maskinsnedker, Maskinsnedkermester, Møbeldrejer, Trædrejer, Trædrejermester, Operatør- og opstillingsarbejde af træbearbejdningsmaskiner;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"905;""753"";3;Tekstil- og beklædningsarbejde;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"906;""7531"";4;Skrædderarbejde og beslægtet arbejde;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"907;""753100"";5;Skrædderarbejde og beslægtet arbejde;;Buntmager", Buntmagermester, Buntmagersyerske, Dameskrædder, Hattemager, Hattemagermester, Herreskrædder, Kjoleskrædder, Kostumeassistent, Modist, Pelssyerske, Skrædder, Skræddermester, Teaterskrædder, Skrædderarbejde og beslægtet arbejde;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"908;""7532"";4;Tilskærerarbejde;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"909;""753200"";5;Tilskærerarbejde;;Gardintilskærer", Handsketilskærer, Lædertilskærer, Modeltilskærer, Tilskærer, Tilskærerassistent, Tilskærermester, Tilskærerarbejde;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"910;""7533"";4;Syarbejde og beslægtet arbejde;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"911;""753300"";5;Syarbejde og beslægtet arbejde;;Billedsyerske", Broderitegner, Broderitekniker, Gardinmester, Gardinsyerske, Handskemager, Hjemmesyerske, Håndsyerske, Kjolesyer, Korsettrice, Modelsyerske, Possementmager, Sejlmager, Sejlmagermester, Sypige, Syarbejde og beslægtet arbejde;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"912;""7534"";4;Møbelpolstrerarbejde;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"913;""753400"";5;Møbelpolstrerarbejde;;Autopolstrer", Autosadelmager, Møbelpolstermester, Møbelpolstrer, Møbeltapetserer, Møbeltilskærer, Polstrer, Polstrermester, Sadelmager, Sadelmagermester, Møbelpolstrerarbejde;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"914;""7535"";4;Forarbejdning af skind;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"915;""753500"";5;Forarbejdning af skind;;Garver", Garveritekniker, Garvermester, Hudearbejder, Minksorterer, Pelsarbejder, Pelsbereder, Pelssorterer, Skindsorterer, Forarbejdning af skind;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"916;""7536"";4;Skomagerarbejde og beslægtet arbejde;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"917;""753600"";5;Skomagerarbejde og beslægtet arbejde;;Bæltemester", Etuimager, Håndskomager, Håndskomagermester, Læderhåndværker, Nådler, Ortopædisk håndskomager, Ortopædisk skomager, Skomager, Skomagermester, Skomodellør, Skoreparatør, Skotøjsmager, Taskemager, Træskomager, Træskomagermester, Tøffelmager, Skomagerarbejde og beslægtet arbejde;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"918;""754"";3;Andet håndværkspræget arbejde;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"919;""7541"";4;Dykkerarbejde;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"920;""754100"";5;Dykkerarbejde;;Dykker", Erhvervsdykker, Frømand, Dykkerarbejde;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"921;""7542"";4;Sprængnings- og fyrværkeriarbejde;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"922;""754200"";5;Sprængnings- og fyrværkeriarbejde;;Fyrværker", Kunstfyrværker, Minør, Sprængningstekniker, Sprængnings- og fyrværkeriarbejde;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"923;""7543"";4;Kvalitetskontrol og testarbejde af produkter (undtagen nærings- og nydelsesmidler);",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"924;""754300"";5;Kvalitetskontrol og testarbejde af produkter (undtagen nærings- og nydelsesmidler);;Kvalitetskontrol og testarbejde af produkter (undtagen nærings- og nydelsesmidler);",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"925;""7544"";4;Desinfektionsarbejde og skadedyrsbekæmpelse;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"926;""754400"";5;Desinfektionsarbejde og skadedyrsbekæmpelse;;Desinfektionsarbejde og skadedyrsbekæmpelse;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"927;""7549"";4;Håndværkspræget arbejde ikke klassificeret andetsteds;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"928;""754900"";5;Håndværkspræget arbejde ikke klassificeret andetsteds;;Håndværkspræget arbejde ikke klassificeret andetsteds;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"929;""8"";1;Operatør- og monteringsarbejde samt transportarbejde;Betjening og overvågning af procesmaskiner og andre stationære maskiner", monterings- og samlebåndsarbejde samt transport- og anlægsarbejde.;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"930;""81"";2;""Operatørarbejde ved stationære anlæg og maskiner "";",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"931;""811"";3;Operatørarbejde ved anlæg i minedrift og råstofudvinding;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"932;""8111"";4;Mine- og stenbrudsarbejde;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"933;""811100"";5;Mine- og stenbrudsarbejde;;Guldgraver", Minearbejder, Mine- og stenbrudsarbejde;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"934;""8112"";4;Operatørarbejde ved anlæg til råstofudvinding;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"935;""811200"";5;Operatørarbejde ved anlæg til råstofudvinding;;Stenbrænder", Operatørarbejde ved anlæg til råstofudvinding;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"936;""8113"";4;Boreanlægsarbejde;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"937;""811300"";5;Boreanlægsarbejde;;Assistent driller (Offshore)", Boremester, Borepladsarbejder, Brøndborer, Derrickman (Offshore), Diamantborer, Driller, Olieborer, Roughneck (Offshore), Roustabout (Offshore), Servicehand (Offshore), Boreanlægsarbejde;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"938;""8114"";4;Operatørarbejde ved fremstilling af cement-", sten- og andre råstofprodukter;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"939;""811400"";5;Operatørarbejde ved fremstilling af cement-", sten- og andre råstofprodukter;;Betonarbejder, Betonblander, Betonmager, Betonmester, Betonstøber, Cementarbejder, Cementbrænder, Cementmøller, Eternitarbejder, Kalkværksarbejder, Kryolitarbejder, Operatørarbejde ved fremstilling af cement-, sten- og andre råstofprodukter;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"940;""812"";3;Operatørarbejde ved forarbejdning og færdiggørelse af metal;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"941;""8121"";4;Operatørarbejde ved forarbejdning af metal;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"942;""812100"";5;Operatørarbejde ved forarbejdning af metal;;Formbygger", Hærdemester, Hærder, Industritekniker, Jernstøber, Ovnbrænder, Ovnpasser, Ovnsætter, Ovnsættermester, Støberiarbejder, Stålarbejder, Stålvalser, Stålværksarbejder, Trykstøber, Valsemester, Valser, Valseværkarbejder, Operatørarbejde ved forarbejdning af metal;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"943;""8122"";4;Operatørarbejde ved overfladebehandling af metal;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"944;""812200"";5;Operatørarbejde ved overfladebehandling af metal;;Forgylder", Forgyldermester, Forkromer, Fornikler, Forsølver, Galvanisør, Galvanotekniker, Lakarbejder, Ovnlakerer, Operatørarbejde ved overfladebehandling af metal;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"945;""813"";3;Operatørarbejde ved fremstilling af kemiske og fotografiske produkter;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"946;""8131"";4;Operatørarbejde ved fremstilling af kemiske produkter;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"947;""813110"";5;Operatørarbejde ved fremstilling af kemiske produkter i medicinalindustri;;Medicinalarbejder", Medicinalassistent, Operatørarbejde ved fremstilling af kemiske produkter i medicinalindustri;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"948;""813120"";5;Operatørarbejde ved fremstilling af kemiske produkter ekskl. medicinalindustri;;Ammunitionsarbejder", Elementstøber, Kalkbrænder, Kalkmester, Kemikaliearbejder, Knusemester, Krudtværksarbejder, Lakkoger, Limkoger, Lysestøber, Mørtelmester, Raffinaderiarbejder, Raffinør, Syrearbejder, Syremester, Vokskoger, Operatørarbejde ved fremstilling af kemiske produkter ekskl. medicinalindustri;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"949;""8132"";4;Operatørarbejde ved fremstilling af fotografiske produkter;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"950;""813200"";5;Operatørarbejde ved fremstilling af fotografiske produkter;;Digitalprintmedarbejder", Operatørarbejde ved fremstilling af fotografiske produkter;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"951;""814"";3;Operatører af maskiner til fremstilling af gummi-", plastik- og papirprodukter;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"952;""8141"";4;Operatørarbejde ved fremstilling af gummiprodukter;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"953;""814100"";5;Operatørarbejde ved fremstilling af gummiprodukter;;Gummiarbejder", Vulkanisør, Vulkanisørmester, Operatørarbejde ved fremstilling af gummiprodukter;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"954;""8142"";4;Operatørarbejde ved fremstilling af plast;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"955;""814210"";5;Operatørarbejde ved fremstilling af plast til videreforarbejdning;;Operatørarbejde ved fremstilling af plast til videreforarbejdning;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"956;""814220"";5;Operatørarbejde ved fremstilling af plastprodukter;;Bådestøber - plast", Plasticstøber, Plasticsvejser, Sprøjtestøber, Sprøjtetekniker, Operatørarbejde ved fremstilling af plastprodukter;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"957;""8143"";4;Operatørarbejde ved fremstilling af papirprodukter;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"958;""814300"";5;Operatørarbejde ved fremstilling af papirprodukter;;Emballagearbejder", Kartonnagearbejder, Kartonnageassistent, Konvolutarbejder, Papirindustriarbejder, Papirskærer, Papirvarearbejder, Æskearbejder, Operatørarbejde ved fremstilling af papirprodukter;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"959;""815"";3;Operatørarbejde ved fremstilling af tekstil-", pels- og læderprodukter;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"960;""8151"";4;Operatørarbejde ved forarbejdning af materialer i fiber og tekstil;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"961;""815100"";5;Operatørarbejde ved forarbejdning af materialer i fiber og tekstil;;Garnbinder", Garnspinder, Kartemester, Karter, Karteriarbejder, Ringspinder, Spinder, Spinderiarbejder, Spinderileder, Spolemester, Spoleoperatør, Spoler, Spoleskifter, Uldspinder, Operatørarbejde ved forarbejdning af materialer i fiber og tekstil;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"962;""8152"";4;Operatørarbejde ved vævning og strikning;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"963;""815200"";5;Operatørarbejde ved vævning og strikning;;Knytter", Trikotagetekniker, Operatørarbejde ved vævning og strikning;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"964;""8153"";4;Operatørarbejde af symaskiner;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965;""815300"";5;Operatørarbejde af symaskiner;;Bandagesyer", Beklædningsarbejder, Broderiassistent, Broderimontør, Industrisyer, Konfektionsarbejder, Konfektionssyerske, Maskinsyerske, Skindsyerske, Sydame, Syer, Syerske, Syoperatør, Systueassistent, Systuemedhjælper, Trikotagesyer, Tæppesyerske, Operatørarbejde af symaskiner;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"966;""8154"";4;Operatørarbejde ved blegning", farvning og rensning af tekstiler;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"967;""815400"";5;Operatørarbejde ved blegning", farvning og rensning af tekstiler;;Appreturarbejder, Appreturmester, Blegemester, Dekatør, Farvemester, Farver, Farveriarbejder, Farverimester, Farverioperatør, Tekstilfarver, Tekstiltrykker, Operatørarbejde ved blegning, farvning og rensning af tekstiler;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"968;""8155"";4;Operatørarbejde ved klargøring af pels og læder;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"969;""815500"";5;Operatørarbejde ved klargøring af pels og læder;;Garveriarbejder", Læderarbejder, Skindarbejder, Operatørarbejde ved klargøring af pels og læder;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"970;""8156"";4;Operatørarbejde ved fremstilling af fodtøj og tilsvarende produkter;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"971;""815600"";5;Operatørarbejde ved fremstilling af fodtøj og tilsvarende produkter;;Læstearbejder", Maskinpinder, Pinder, Skotøjsarbejder, Operatørarbejde ved fremstilling af fodtøj og tilsvarende produkter;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"972;""8157"";4;Operatørarbejde af vaskemaskiner;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"973;""815700"";5;Operatørarbejde af vaskemaskiner;;Operatørarbejde af vaskemaskiner;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"974;""8159"";4;Andet operatørarbejde ved fremstilling af tekstil-", pels- og læderprodukter;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"975;""815900"";5;Andet operatørarbejde ved fremstilling af tekstil-", pels- og læderprodukter;;Filtskærer, Læderstanser, Stofmaler, Tekstilmester, Tekstiloperatør, Tekstilsvejser, Tovværksarbejder, Vodbinder, Vodbindermester, Andet operatørarbejde ved fremstilling af tekstil-, pels- og læderprodukter;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"976;""816"";3;Operatørarbejde ved fremstilling af nærings- og nydelsesmidler;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"977;""8160"";4;Operatørarbejde ved fremstilling af nærings- og nydelsesmidler;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"978;""816010"";5;Industrielt slagteriarbejde og behandling af råvarer (ekskl. fjerkræ);;Fedtmester", Fedtsmelter, Filetmester - industri, Filetskærer - industri, Kødopskærer, Opskæringsmester - industri, Pølsemager, Pølsemester, Skinkemester, Slagteriarbejder, Tarmarbejder, Tarmmester, Tarmrenser, Udbener, Industrielt slagteriarbejde og behandling af råvarer (ekskl. fjerkræ);,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"979;""816020"";5;Industrielt slagteriarbejde og behandling af råvarer", fjerkræ;;Filetmester - fjerkræindustri, Filetskærer - fjerkræindustri, Fjerkrærenser, Fjerkræslagter, Industrielt slagteriarbejde og behandling af råvarer, fjerkræ;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"980;""816030"";5;Behandling af råvarer i fiskeindustri;;Filetmester - fiskeriindustri", Filetskærer - fiskeriindustri, Fiskeindustriarbejder, Lakseskærer, Behandling af råvarer i fiskeindustri;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"981;""816040"";5;Arbejde med færdigvareproduktion i nærings- og nydelsesmiddelindustri;;Bageriarbejder", Bageriassistent, Biskuitarbejder, Bryggeriarbejder, Bryggeriassistent, Bryggeriformand, Brænderiarbejder, Brødarbejder, Chokoladearbejder, Cigararbejder, Cigaretarbejder, Cigarillosarbejder, Cigarillossorterer, Cigarsorterer, Kaffebrænder, Kaffemester, Kafferister, Karduserer, Kiksmester, Kogemester, Koger, Konfekturearbejder, Kærnemagermester, Malteriarbejder, Marcipanarbejder, Maskinruller, Maskinstripper, Mejeriarbejder, Mineralvandsarbejder, Mosteriarbejder, Mostmester, Mælkeassistent, Møllemester, Møller, Mølleriarbejder, Osteriarbejder, Overtrækker, Røgeriarbejder, Salatarbejder, Skråtobakspinder, Skærer, Slicemester, Sukkerarbejder, Sukkerhusarbejder, Sukkerkoger, Sukkermester, Sukkervarearbejder, Tappemester, Tapper, Tapperiarbejder, Tapperiassistent, Tobaksarbejder, Tobakspinder, Tobakssorterer, Vinarbejder, Vintapper, Ølbrygger, Ølmedhjælper, Arbejde med færdigvareproduktion i nærings- og nydelsesmiddelindustri;
"982;""817"";3;Operatørarbejde ved træforarbejdning og papirfremstilling;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"983;""8171"";4;Operatørarbejde ved fremstilling af papirmasse og papirprodukter;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"984;""817100"";5;Operatørarbejde ved fremstilling af papirmasse og papirprodukter;;Crepemester", Crepeoperatør, Papirtilskærer, Rulleskærer, Operatørarbejde ved fremstilling af papirmasse og papirprodukter;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"985;""8172"";4;Operatørarbejde ved træforarbejdning;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"986;""817200"";5;Operatørarbejde ved træforarbejdning;;Savfører", Savværksmedhjælper, Træarbejder, Træindustriarbejder, Træværksarbejder, Operatørarbejde ved træforarbejdning;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"987;""818"";3;Andet operatørarbejde ved stationære anlæg og maskiner;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"988;""8181"";4;Operatørarbejde ved fremstilling af glas og keramik;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"989;""818100"";5;Operatørarbejde ved fremstilling af glas og keramik;;Brænder", Figurmager, Gipsbrænder, Gipsstøber, Glasarbejder, Glaserer, Glasmontør, Glasskærer, Glassmelter, Lervarearbejder, Porcelænsarbejder, Porcelænsbrænder, Porcelænsstøber, Teglbrænder, Teglmester, Teglværksarbejder, Operatørarbejde ved fremstilling af glas og keramik;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"990;""8182"";4;Operatørarbejde ved dampmaskine- og kedelanlæg;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"991;""818210"";5;Operatørarbejde ved dampmaskine- og kedelanlæg i forsyningsindustri;;Belysningsarbejder", Elarbejder, Elværksarbejder, Elværksassistent, Transformatorarbejder, Operatørarbejde ved dampmaskine- og kedelanlæg i forsyningsindustri;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"992;""818290"";5;Andet operatørarbejde ved dampmaskine- og kedelanlæg;;Fyrbøder", Kedelarbejder, Kedelformand, Kedelmester, Kedelpasser, Lokomotivfyrbøder, Skibsfyrbøder, Søfyrbøder, Varmemester, Andet operatørarbejde ved dampmaskine- og kedelanlæg;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"993;""8183"";4;Operatørarbejde af maskiner til pakning", påfyldning og mærkning;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"994;""818300"";5;Operatørarbejde af maskiner til pakning", påfyldning og mærkning;;Banderolør, Operatørarbejde af maskiner til pakning, påfyldning og mærkning;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"995;""8189"";4;Andet operatørarbejde ved stationære anlæg og maskiner;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"996;""818910"";5;Operatørarbejde ved stationære anlæg inden for vandforsyning og forbrændings- og rensningsanlæg;;Pumpemester", Pumpepasser, Turbinemester, Turbinepasser, Vandværksarbejder, Vandværksassistent, Vandværksleder, Vandværksmester, Vandværkspasser, Operatørarbejde ved stationære anlæg inden for vandforsyning og forbrændings- og rensningsanlæg;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"997;""818990"";5;Andet operatørarbejde ved stationære anlæg og maskiner;;Stanser", Andet operatørarbejde ved stationære anlæg og maskiner;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"998;""82"";2;Monteringsarbejde;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"999;""821"";3;""Monteringsarbejde - Monteringsarbejde "";",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1000;""8211"";4;Monteringsarbejde af mekaniske maskiner;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1001;""821100"";5;Monteringsarbejde af mekaniske maskiner;;Fotomontrice", Kameramontør, Monteringsarbejde af mekaniske maskiner;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1002;""8212"";4;Monteringsarbejde af elektrisk og elektronisk udstyr;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
